	ABT-869	AG-1296	AG-370	CHIR99021	Doramapimod	Gefitinib	LY364947	Necrostatin-5	PD 0325901	PD 173074	Ruxolitinib	SB-431542	SP 600125	Uninhibited_TNF	Uninhibited_Untreated	Valproic Acid	Y-27632 2HCl
DYNLL1	12.2098065560806	12.6977276893192	12.899589049548	11.925609457083	10.648205800863	12.5998922106326	12.1548796787731	11.7815771838503	12.5211506910414	11.7800449750652	11.9937129375288	11.9139536504875	12.8752974498407	12.20707342028	12.6434020938857	12.4154769102867	12.5456754869788
NRAV	0.154441928073713	0.19414533333073	0.27052907697301	0.206473553459439	0.13789513473008	0.163475334078598	0.141608307437222	0.0976691090064387	0	0.152193801114131	0.206168261444199	0.22490676603238	0.088173485913219	0.236610242095643	0.135798579411439	0.144510270646491	0.17282698515789
COQ5	0.222376649579937	0.224534671221547	0.228823824553976	0.276314972744657	0.244506125933014	0.27224371741748	0.294735036008497	0.311120936876326	0	0.192494664174375	0.326618910432786	0.269853240930278	0.212519481811818	0.256248734818992	0.309149658751908	0.275730050069911	0.246881802516197
RNF10	0.433325393179835	0.320053788875908	0.611460629290906	0.374176865846052	0.496283024816546	0.489431563461993	0.583695100358851	0.464649618140205	0.596399386289006	0.316430868807106	0.438390383178429	0.470197233776667	0.477386677461301	0.44130410281609	0.483757066872938	0.458267880969717	0.439513528925423
POP5	1.08564577109148	1.309316023301	1.11790996521179	1.49759355226219	1.72648379165743	0.933213885215859	1.13823345192407	1.16111088785316	1.39837479709773	1.28318113379284	1.28088372040335	1.14642180237716	1.23570622099869	1.23826131471096	1.37952613402545	1.29210203724543	1.19616053042926
MLEC	2.75572045217913	2.55671694289969	2.58494828871909	2.72092714316862	2.64869930132506	2.47016394824172	2.76794688398675	2.40764248539353	1.19154287845243	3.10737173149098	2.65286653853641	2.59491609272356	2.47264067427148	2.66754617735301	2.87491636978709	2.61991255132993	2.62271896462362
AC069234.2	0	0.0232661296168008	0	0.0184775070369063	0	0.0483493119767097	0	0.00695388530956959	0	0.0236155390246782	0.00738945603235168	0.00601019967021085	0.0225479841440425	0.00924477748669047	0.00911759302182012	0.00285167578727639	0
UNC119B	0.093769435254081	0.104998926864619	0.0597980599194946	0.101229722010613	0.0757747973024172	0.00810819576427853	0.0434202440894412	0.102128456511939	0	0.0909647279972705	0.0711735977392071	0.047099827388792	0.0691982216676789	0.0730656151525745	0.0770531836762161	0.073981568846056	0.101278026921535
ACADS	0.106326006085324	0.158071664115421	0.0896492506703373	0.118470928313502	0.0709018718094158	0.128321673893197	0.0619068143046793	0.103429669266785	0	0.0548352291183116	0.0892756278873088	0.132224140641493	0.108988321010944	0.0637763150753553	0.095447545659713	0.1102172740996	0.0786453883554589
SPPL3	0.29996603414818	0.18188145035601	0.21374884616502	0.167189444797803	0.248944253740693	0.282795127352524	0.233492202672625	0.203725693157219	0.670355278605286	0.302650708197663	0.268504967306962	0.256736356798131	0.132323845926327	0.251979246531375	0.248563265902324	0.191381029207178	0.225197722464501
HNF1A	0.015036618949605	0.0160939209849721	0.0278028866325464	0.00212229333319751	0	0.0109488663785876	0.0169072392747643	0.011077819513055	0	0	0.0163211457129647	0.0261310183711195	0.0449594208891534	0.0127690335695369	0.0411158209582764	0.0422181142865877	0.023613419064132
C12orf43	0.476705283929204	0.45856843042068	0.395165229289868	0.558918276418417	0.510556511656709	0.640462944820403	0.501833575658264	0.449142985399721	0.232931914001537	0.756339753247876	0.499080417603523	0.513969422525081	0.570642825740767	0.464162809288908	0.480777674339424	0.535025098619543	0.540560282410713
P2RX4	0.220934619836538	0.126326388909003	0.0872435956216257	0.159107116537008	0.024612355402412	0.15230451297739	0.153991341897302	0.0822015077028151	0	0.132539440132217	0.112746853262057	0.194849620788155	0.189240308216602	0.143254946433473	0.11581538969531	0.151381442649555	0.0998617160292171
CAMKK2	0.279380035040425	0.318337914302586	0.309657273679893	0.256231850983317	0.246593857841194	0.234138855199048	0.307792431748164	0.280167703942261	0.410836112259915	0.218123767194889	0.298760177659875	0.266278772853238	0.168081201588332	0.275461612048274	0.227132442562185	0.295321732751242	0.269876364013959
ANAPC5	1.28546058571788	1.61735153879644	1.07762709382732	1.42448404919435	1.4883239718555	1.58068188676455	1.43680867643518	1.41725164015638	0.409528359838919	1.43471247152572	1.5154141093889	1.31872325973288	1.44418135982446	1.42616597410207	1.49449755799238	1.38227354641213	1.62175740665061
RNF34	0.207834166680183	0.25382797419652	0.359610394581832	0.269300072874663	0.436723708789698	0.286382294594326	0.279957356898991	0.27475451667644	0.168802012119984	0.334456302341199	0.272582815308275	0.265082882952369	0.316012627989228	0.274423217807029	0.330102179132869	0.286631953287923	0.242465779155012
KDM2B	0.090578133964353	0.126628846129903	0.09550364800551	0.0961246288003572	0.166638293077477	0.113004634061756	0.0870603739332949	0.103845965821425	0	0.0713072990611463	0.112253253244995	0.12855731701972	0.0572255992141189	0.145701061270963	0.128972954909987	0.117422950776658	0.0709730204399372
ORAI1	0.600688791618205	0.346930610036942	0.632028681029835	0.709851528476848	0.487229795108059	0.483371786331737	0.760815568629359	0.912717624372445	0	0.485251772283312	0.66562676178576	0.548336247493187	0.739215882889453	0.649754689543638	0.589373516371595	0.587262811479775	0.657961654200467
MORN3	0.00648590450802793	0	0.00529417058876471	0.00323666179764844	0	0	0.0171597032186473	0.014992331469728	0	0.0179457499977568	0.00647096536522538	0.010045027095115	0.00949974350692531	0.00577794745296968	0.0066995793813662	0.00925122648581673	0.0181402188544822
TMEM120B	0.301542707690114	0.331122150086054	0.254468159636729	0.341235095350966	0.400441816071267	0.253258866821278	0.413335482605191	0.456609053411491	0.665869315032799	0.265183292158886	0.338010832033502	0.291337601823443	0.397413722596656	0.401324870027937	0.366403818508791	0.234835673068072	0.270014719953118
RHOF	0.840470761572866	0.872339379001667	0.834919687512816	0.590748421296849	0.635745512903115	0.363718453443701	1.14435861305874	1.04821732232532	1.51809705932055	0.596424607669839	0.83125666844333	0.855464066067884	0.949356388997458	0.850335133251273	0.962656291110872	0.787866676428708	0.863164673497807
LINC01089	0.0834047112321867	0.157410739733489	0.137751838080171	0.0976283086464101	0.0954530960843236	0.119573201897306	0.0572601557997847	0.075617366909016	0	0.118034180840835	0.0769212670449645	0.148183180058738	0.0413358217250531	0.0460225821576861	0.0751027418704994	0.0608783739346479	0.064430202465471
AC084018.2	0.00777925583638669	0	0.02117858844708	0.0210712375915187	0	0.0136705399863295	0.0120065136974817	0.0138256745414048	0	0	0.0134837869797359	0.00432167389483549	0	0.0034513654291911	0.0173777021123012	0.010788528248258	0.013601954424372
SETD1B	0.0276663312692443	0.0757845904811733	0.123819354461618	0.0897600570582951	0.0536480686695279	0.0816218882857894	0.0736732614353354	0.111893121941305	0.153296644336455	0.12220900304961	0.0994134152991442	0.0819885242824708	0.0860676838274008	0.0906615047778814	0.113850084746485	0.125748573631201	0.102724114877245
HPD	0.0160876930696992	0.0141716727734601	0	0.0261776043700293	0	0.00708898088810752	0.0112503875287448	0.0138452978613951	0	0	0.00822008447065266	0.00972661306847124	0.0163493002019585	0.00262302510791745	0.0240567525413699	0	0.0121130591788058
PSMD9	0.23018860684074	0.195703517573981	0.108452976358686	0.159343958408617	0.206151660386752	0.20195448684582	0.165913588853134	0.173653022981973	0.232931914001537	0.106538020671449	0.201928215982735	0.12886852716348	0.253892667674968	0.201541884891761	0.213268206568396	0.250150875317389	0.218197556072931
AC069503.2	0.0147665955267011	0	0	0.00337685651128849	0	0	0.00869584675985939	0	0	0	0.00380899940774488	0.0144186907496902	0.00913058563576268	0.00209809518134676	0.00787461997773151	0.0108185416822183	0.00691012416111093
WDR66	0.00727852362426805	0.0224339141069736	0.015323812268383	0.0205062330471871	0.0342161089440909	0.032292956726627	0.0169240531550298	0.0208907791979995	0	0.0972088233579035	0.0245582280128505	0.0144633190727042	0.0304153106189523	0.0162322723001706	0.0157686229288012	0.0333465192497603	0.00413007420917339
AC069503.1	0.0112317904597172	0	0.016758754816017	0.00499014944499558	0	0	0.00986322913443105	0.0228316086702535	0	0.0221425091891413	0.00928485019060636	0.00634976965267774	0.0102848914943947	0.00528464712763851	0.0176284439040797	0.0149946743197254	0.0157155698602614
BCL7A	0.244847753024973	0.255522003687953	0.387367327558437	0.240887498321801	0.37167990173319	0.29387615640223	0.219304733193251	0.311956079289274	0	0.253006087987792	0.263586038995912	0.250121436888837	0.227571170632985	0.272121903667016	0.230265034245257	0.246726441877731	0.274799394157318
MLXIP	0.666743044118058	0.498317328189309	0.331702655178807	0.365954970139024	0.295454971039226	0.389900072457035	0.290432158357492	0.271100120455409	0.539525202674448	0.363113840753406	0.390937853715346	0.322502791202225	0.440563195089367	0.328980967332066	0.422137413736338	0.322551514086026	0.428086870343019
B3GNT4	0.0210143333907212	0	0.00527376092986953	0.0183648764103495	0	0.0144126811144099	0.0185021721683585	0.0218213267842736	0	0	0.0182526899082076	0.01883604046177	0.0132477491113091	0.00300841996580028	0.0116919721735306	0.0302942114028179	0.0256657109267304
DIABLO.1	0.0201644238796285	0.0521278445103756	0	0.0206710630507036	0	0.0126670737282751	0.0312439884808934	0.0124013974131045	0	0	0.0296101498930215	0.0124657982611864	0.0347386894082953	0.0226278333026419	0.021070093195938	0.0352367357610663	0.0056224208491156
VPS33A	0.131665841640902	0.18409394492719	0.0951962986158291	0.113357018979588	0.174043814004004	0.111217354944894	0.124156012335075	0.123515007424858	0	0.0457876631825936	0.101908946762402	0.122737728989141	0.125705671876292	0.131941356578963	0.0999959214191821	0.0614819724635014	0.0704466235001876
CLIP1	1.16846609757368	1.04809243987658	1.19984266018801	0.956262985276056	1.16190538970928	1.20083926917665	1.1856915616112	1.0742072923503	0.45860810973608	1.15347274959796	1.37906670718852	1.2686171049951	1.21114015261818	1.24063793361319	1.2023603354539	1.07186128673434	1.28769940057931
ZCCHC8	0.252615867670153	0.208722976757359	0.266645032072686	0.30229462199076	0.159368099962425	0.246072134939656	0.264858696894634	0.230808517818065	0.562850933323083	0.170378455643055	0.27303300937756	0.219588510631599	0.179809582201771	0.222818679872973	0.277896172210316	0.252581002034858	0.252323324607476
RSRC2	0.865795399478712	0.878585080071477	0.990454058071885	1.22052329242635	1.32687878779253	1.03071267539758	1.06980153832955	0.916750038690295	0	0.789306097168529	0.99862744596626	1.02950236103059	1.13322336105972	1.05538658148526	1.13029435576351	1.0713995332629	0.958976957811994
KNTC1	0.206931846453463	0.228898338087589	0.123352071032262	0.224800520776637	0.328334704208987	0.284314426311871	0.160322396678271	0.250577670497574	0	0.241757676879292	0.171641176704898	0.214844044867948	0.280866140133212	0.229205555086359	0.226416064895276	0.191984137030415	0.270028190833772
AC026333.4	0	0.0186652585337116	0	0.00857407609323715	0	0.0213165201999846	0.0290590944453204	0.0133680767408196	0	0	0.00618941431875515	0.0073988433972118	0.012712850972963	0.00875477597845891	0.0225586401193506	0.0168254245356796	0
DENR	1.27411192983021	1.11518289561259	1.32958027777653	1.75005365046525	1.38134066952914	1.30328588853998	1.37275925129483	1.29275029936727	1.5547402237867	1.37776440852222	1.28673276754929	1.30079981681468	1.32159951016571	1.41052452199622	1.3462808749855	1.26608369597376	1.27572480775589
HIP1R	0.0345150539890544	0.0283041759493752	0.079599535406054	0.0689706141741331	0.0612369871402327	0.0400890304585263	0.050286646552367	0.0208199594238301	0	0.0121082232998541	0.0501457220263948	0.0546084867518586	0.0261105675324255	0.0489264579039504	0.0579855787674733	0.0411446579862427	0.0692821092423893
VPS37B	0.0435655802541489	0.0618030452158624	0.101906308117168	0.0923297912502884	0.146831861635607	0.0860129349274404	0.0790828790804138	0.0810671528407862	0	0.126460091553084	0.071759654933807	0.0698741895343137	0.0615857188663086	0.0742020485638007	0.0831418126254684	0.091656812041228	0.0796689462652784
ABCB9	0.0276872382527684	0.0596846396538332	0.0965050899221372	0.0528280888122612	0.200060772156894	0.077078232998682	0.0710891087975117	0.0840172609203122	0	0.0937705164096516	0.0724003510881775	0.0700560121192678	0.0693710920828685	0.0913836459670462	0.0676046710566831	0.062417406323556	0.0656377305418058
OGFOD2	0.049957226433547	0.0984294805720428	0.148925137229162	0.175880497187541	0.13966027345841	0.0684541314331245	0.117396785641949	0.113729393961395	0	0.263497025604953	0.129987926707523	0.0961681154013271	0.111632494993616	0.111623168887879	0.128948551369745	0.169988788359223	0.116562966256949
ARL6IP4	3.88692633450171	3.88581056957797	4.10865230255965	3.56567055324245	3.82305270296004	4.24999701973896	4.05903124984197	3.91308497451354	2.93795562920861	3.69840715369762	4.05737281465733	3.95879068172831	3.80286194534022	4.01586711022467	3.94115584151961	3.62011177268925	3.95535902657514
PITPNM2	0.0457853605263317	0.0496257202854392	0.0615791464361835	0.0605908898035908	0.283255874511262	0.0730378721651816	0.0343829212324519	0.0312941287091952	0	0	0.0507979593637335	0.0552388293767157	0.046067801538037	0.0521488634503459	0.0434007404877074	0.0434605640619429	0.0800886245280482
MPHOSPH9	0.277123024876493	0.290997941959201	0.374407570284812	0.277444351312247	0.236031823961767	0.208912160104669	0.346004497923429	0.406490350904674	0	0.202391917634301	0.260318199558712	0.237504155251958	0.328858064642617	0.315784874507456	0.369497435389756	0.213994845723787	0.285848703080058
C12orf65	0.441576935948175	0.263714346717134	0.287245361311742	0.578200589071543	0.485879840541697	0.587269669339877	0.364273880956483	0.325478790599299	0.994134605825629	0.43161237733433	0.340708490238804	0.374758358114517	0.483207170839205	0.450280806184162	0.383862420994295	0.428165733109821	0.39241108665871
CDK2AP1	0.0545870513748148	0.0600201065722323	0.0665548202433331	0.0968327111735706	0.0250915842826316	0.0438128992381527	0.0406584516961515	0.054606832750959	0	0.0775071814080203	0.0765815980374148	0.0516578528602445	0.0889318056571288	0.0973861563610347	0.0697345328247457	0.0611202702885841	0.0779329782002603
SBNO1	0.939447916336802	0.635883280352715	1.14349649038627	0.889051721277466	0.482765764193788	0.878824347350178	0.881271168209368	0.894627623003911	0.687142469662101	0.891740907630315	0.772145546317509	0.799948065194399	0.854094513664063	0.960816977502971	0.946651374472167	0.822591171379944	0.903723263704287
AC137767.1	0.0374376125277579	0.0840127208856744	0.0105077504785622	0.0838496793425309	0.0719387687668441	0.0463904104688575	0.0923446753327328	0.0837810405088472	0	0.0247988195761882	0.0509892181237832	0.0588877645636563	0.0445925602928022	0.0762487082341888	0.0674873201222783	0.0571000869433508	0.0853335446172221
KMT5A	0.528371881571077	0.588450234728244	0.406610693347895	0.439434675938425	0.551206645107786	0.824424376496131	0.541679715250186	0.606491624748904	0	0.788731698602812	0.479090159957713	0.463230262407302	0.556739604778138	0.513478184401335	0.571606425443037	0.584577127426531	0.609815280383064
RILPL2	0.123923627070833	0.189253704386385	0.15371788321926	0.257007187852808	0.186924115984458	0.243010209060405	0.216388330068724	0.232000644795724	0	0.124454911236544	0.158782622091725	0.195240615596443	0.260231993157164	0.16975641292692	0.167656938884346	0.168069716968946	0.213209448615403
SNRNP35	0.236026032974247	0.252017323610464	0.332716573568533	0.295359217472281	0.237724685744312	0.274235417737348	0.243300573383681	0.298513615356813	0.394048921203099	0.144169277969867	0.300942244669463	0.280281437011084	0.291956495951931	0.254077687365089	0.306832795519573	0.374140129933797	0.348137424098156
RILPL1	0.0703747088135162	0.143969365487827	0.226488342376001	0.129986496224271	0.13507540801589	0.142223373357627	0.176622233889446	0.141557293512904	0.533845825325646	0.115284790614357	0.170302682105911	0.158791391520078	0.127536314424251	0.1504127425053	0.15206280937676	0.184284547890662	0.143606975336539
AC055713.1	0.0645955121237217	0.0394328926405503	0.106768789481404	0.0223634085846462	0	0.059866406468781	0.0307050122844706	0.112744620037985	0.497067302912814	0.0346626457997539	0.0653017029872081	0.0754506529345415	0.0917120218853141	0.0455296463546713	0.0413988182909187	0.0379004626832169	0.0498439690441199
TMED2	0.748839455617651	0.900990376370454	0.910710866113174	0.803332309312677	1.00087398083789	0.683875330187878	0.733294571677932	0.738236686046985	0.337604024239969	0.816090488807399	0.820543192130032	0.838820876561907	0.735332530093045	0.809541786943191	0.915206492822314	0.759373552406915	0.891132282677496
DDX55	0.37308566632733	0.351245386163924	0.382124387744036	0.438478525851874	0.360576800567053	0.364984506181182	0.308598079216809	0.372749438619239	0.232931914001537	0.308920698163321	0.352977416095346	0.37268777659433	0.410859689469815	0.354872964552877	0.479255247145922	0.349414543175847	0.368650624960424
EIF2B1	0.28245471430388	0.191836387837443	0.315716730849382	0.280601307767491	0.117504295388973	0.309735546596316	0.224336584291723	0.204681348696658	0.153296644336455	0.14596544682199	0.303341295254812	0.26260940018195	0.261443790937443	0.26622728344361	0.282122548495738	0.2987613932018	0.275589557025428
GTF2H3	0.269588054448839	0.262916260009439	0.307431852681611	0.264204978997228	0.422125254798362	0.249188205848902	0.326923595808731	0.221541902303748	0.32209865645644	0.157625066372055	0.310480435092095	0.261443546631277	0.266313700703887	0.265023646386788	0.276876414212511	0.261318629475975	0.284590538475509
TCTN2	0.0395449635873924	0.00457328297234124	0.0469818666439147	0.0305399112465126	0.0460447555023483	0.0694924942833959	0.0254422133786215	0.0230371866623456	0	0.146907784773711	0.0426179344190875	0.0406770600202259	0.0540011483906859	0.0590598010303891	0.0411682028890008	0.0395524542258891	0.0327367739290114
ATP6V0A2	0.122633403432023	0.118610364360123	0.139025828158829	0.106067432192535	0.118812653456388	0.166014126564955	0.129665083931871	0.0661069949039747	0	0.433992361130187	0.130956159681769	0.103458313432598	0.143115662358288	0.131969889577671	0.142180753994984	0.176672156994325	0.131451770584579
CCDC92	0.243204696706021	0.259173098604402	0.174160097424815	0.150178909914975	0.251273326850735	0.244598493421891	0.16354955341055	0.228367547669343	0.257539467923459	0.136998193194918	0.270923260117355	0.249687302985158	0.322767433207606	0.206215152958346	0.26922367045163	0.297069562432742	0.267345342536084
ZNF664	0.21747049858339	0.189100901120472	0.186074515989396	0.207091979861235	0.414433736291894	0.288055323984074	0.199834903208911	0.244583791202261	0.533845825325646	0.383557645226992	0.205665589817323	0.214244221972657	0.203401820066414	0.213647168245195	0.285872267913045	0.237455465297831	0.282003335238191
NCOR2	1.09661279590048	0.960941114825107	0.955881838437557	0.561696183200374	1.31978311134212	0.775289368478981	0.596681164697717	0.73783833273799	0.490471381924997	0.866809530184158	0.839501290443165	0.890060564481367	0.935542734622587	0.896258747403566	1.10711911743966	0.835102527363098	0.787734881900912
SCARB1	0.360953074582106	0.421187815363929	0.473812609845118	0.460399085373365	0.425350770978342	0.499103602128988	0.42473042648096	0.492893301298696	0.153296644336455	0.407683452885781	0.541699416750421	0.499698113687307	0.424699153494535	0.515155323823713	0.459614736116588	0.485782067657076	0.579846916931068
UBC	7.22324364125459	7.36062732834586	7.28159517138915	6.56226532344604	5.82562723562989	8.60532141643206	7.6479297964435	7.30157086226765	8.50220471213138	6.69065931319662	7.68132586515011	7.28689154274316	7.98976753814089	6.88330318783395	7.38608301499442	8.165316034969	7.73009765330635
DHX37	0.329840181304991	0.392988369237059	0.272245297246374	0.490229298300022	0.236242947148702	0.285686063564785	0.253384807678641	0.248536444053818	0.729999216914352	0.169947145819936	0.325712169884153	0.25371383725419	0.274837070697338	0.324523169116405	0.291683046251709	0.332251350486241	0.362539952138604
BRI3BP	0.676202845071059	0.547145804923528	0.687498671189356	0.608827616276023	0.513595932010285	0.594045407660352	0.714270665526564	0.650916829988553	0.670355278605286	0.502705558662043	0.747790764782273	0.573712058841129	0.662194507174146	0.638244432911916	0.774542033230598	0.624120817113798	0.632756587516292
THRIL	0.0206829665720907	0.00595367800366032	0.0213631848235935	0.00611848844429957	0	0.0248894905787546	0.0092619448843929	0.0114584635259779	0	0.0194948874657621	0.0175903313366778	0	0.0130940061138072	0.0216423037007903	0.0133509358375404	0.0304932893984347	0.00558352903602605
AACS	0.241911878184765	0.198825543541215	0.187438231559312	0.158754467920688	0.10631961653939	0.220883177413325	0.240940051387014	0.148160324865355	0.633576756192454	0.219314950357872	0.229370289856968	0.177312597242654	0.171836772710385	0.219170448137015	0.17460837720007	0.198889226564994	0.225517950486639
SLC15A4	0.159805735428082	0.140015936617795	0.181001484256668	0.128609836270877	0.104595856050551	0.152325458958068	0.116578682874402	0.120203202361794	0.232931914001537	0.21551105450551	0.105463193167448	0.141634057872745	0.181428820974713	0.22360292666426	0.12692819280079	0.0984251277470373	0.138830914054598
TMEM132D-AS1	0	0.00572035910126294	0.0542152344808891	0.0090489663432864	0	0.027091661389247	0.00720602308233314	0	0.168802012119984	0	0.00388569461319966	0.00718255550405997	0.0273753750312671	0	0.0233657921922048	0.00908410501377776	0.0145206573083625
STX2	0.489976040418438	0.607020238280702	0.575787090781753	0.34138139239094	0.535977821886537	0.61739182394207	0.508368507385125	0.511712399917296	0.923408782956258	0.638327366089472	0.557607545643865	0.50275740508078	0.700620047621008	0.540586923710239	0.599866654557943	0.664427459995797	0.577537042260086
RAN	11.1411994123878	10.4962217253867	11.2299078037885	13.54173938905	12.1869715566107	11.0651980128816	10.910779136441	10.5768188337488	5.80711070394986	12.3608958008781	11.3895810489569	10.9640057648053	11.2308561416276	11.5011064443029	11.2210437708818	11.5488463271545	10.5387037187783
ADGRD1-AS1	0.0291665707864259	0.00545617139362075	0.0239487144196484	0.0158360202340516	0	0.0117271789098414	0.0118861181786874	0.0119410869495891	0	0.0117366759386407	0.0150792411603794	0.0114131396777072	0.0279645844142974	0.014245501967419	0.0191449731043526	0.0104603220454703	0.0139592912086911
SFSWAP	0.616013771709373	0.54563599755634	0.732552185488196	0.726984753549808	0.630316606817757	0.553209744395963	0.685357761342067	0.658044471525788	0.533845825325646	0.688506590966681	0.722211428690257	0.711557634653097	0.57581910616965	0.734629507352015	0.818524492419803	0.805338454202607	0.67465912450186
MMP17	0.0528462893978738	0.0542040997671465	0.048104249638017	0.067492720503367	0	0.0420299942735811	0.0646060468974602	0.0737968514539873	0.257539467923459	0.0360695962243358	0.0583179490196196	0.0629933284556984	0.04129477248118	0.0544600101997206	0.050129629481716	0.0409479998671316	0.0602414909102436
AC131009.2	0.0192863817390534	0.0128266794933462	0.00884165480411314	0.00406032176425853	0	0.0113449804402769	0.0101327798380638	0	0	0	0.0141840429486381	0.0124161030882632	0	0.0238767166308959	0.0104143493770245	0.00456115112507634	0.0174052992368802
ULK1	0.69971506490918	0.429167842358743	0.785784356993411	0.104128759532439	0.270231976137666	0.526827593276605	0.352710557199216	0.337848121949742	2.18999765074305	0.3605790684485	0.544318443174616	0.574385967475301	0.608496175329385	0.460519362117306	0.416414190382516	0.493656932036246	0.601613253492611
PUS1	0.436126879484668	0.498985933919101	0.768782547938568	0.557495874792209	0.477581981883922	0.587277982087605	0.516214289434813	0.554530008625684	0	0.500100921038342	0.601714688407869	0.621876204834797	0.458306451101269	0.53700985374071	0.438235597776686	0.424710756925504	0.565237560311801
EP400	0.761716450621672	0.540372110902164	0.870151419328515	0.754578254270326	0.343867559874333	0.558166447104294	0.638323511066141	0.766436951431208	0.497067302912814	0.544637376849339	0.806252083152396	0.680566939445665	0.768652909430357	0.637093581045683	0.703920614398226	0.70540874162751	0.78599916365571
DDX51	0.267469357480863	0.277642153596581	0.215844704134637	0.292655902700014	0.188581624166189	0.228062844971475	0.220125957031549	0.210015304321226	0	0.296539262633099	0.286717626146175	0.233649818723236	0.249049428187651	0.231116150517786	0.318228952952767	0.202618811580267	0.223050049125741
NOC4L	0.29169118082651	0.255010813113667	0.338946426668197	0.509043608091703	0.399591548133608	0.341600896543636	0.306509525080734	0.325386339122614	0	0.498076319404727	0.357742468859519	0.348441240980552	0.351566116584448	0.332145146452185	0.369670527677079	0.320278692167354	0.31921838669559
LINC02361	0	0.0185470385946091	0	0.0102302649689188	0.024612355402412	0	0.0136258690729581	0.00361906319825301	0	0.0296969426997491	0.00612728146867946	0.0133387275883145	0.00315246585879475	0.0132969232106764	0.0131768020444918	0.00317444495623551	0.00880231798835092
GALNT9	0.0417043276865629	0.00646423275375022	0.0149089422740061	0.0040968847697899	0	0.00523247904392143	0.0175249023008036	0.0252480997658832	0	0.0136937529099225	0.0160536975072062	0.00785196440889596	0	0.0140131941350213	0.0279095391567563	0.0316655219223159	0.0105041418215478
FBRSL1	0.206452465639458	0.107103990952155	0.159531346701637	0.137331611471245	0.099131886647289	0.104028267698294	0.146920238628369	0.134019071553139	0	0.051120824067684	0.145695787121882	0.119101605581017	0.170373993841868	0.103518355723078	0.129687636792375	0.148451599963553	0.133786190976365
POLE	0.326117920224781	0.328348562960314	0.212197864306234	0.265766630677152	0.0739858752954942	0.260430054981693	0.239307551030484	0.248942375920822	0	0.272119273289794	0.311588357526267	0.247984786765551	0.307356226875583	0.322314017451617	0.273844777681021	0.285389358629513	0.304747133431662
PXMP2	0.237481061236529	0.0914209570534304	0.0488011491229865	0.0889903563210849	0.420928479314925	0.159995969061972	0.191291471327174	0.0994851815072962	0	0.0968024721643922	0.138318404938822	0.113456244727393	0.123709690300923	0.0988007203688806	0.189559809234866	0.122035303350827	0.0878869607264037
PGAM5	0.308404144830823	0.304397656740372	0.278795219453562	0.39155464500596	0.338222942097191	0.347507981847274	0.260049232217202	0.338091339900788	0	0.318649971197148	0.311931416805404	0.321227361600743	0.289662969696703	0.297829915452668	0.298876255027047	0.290478383156519	0.262941796403212
ANKLE2	0.916405896943349	1.02485359788059	0.857857777818485	0.826769400781453	1.31817174449803	0.781472450044051	0.840393983087827	0.725043395372162	1.56717680921771	0.67154517948485	0.986504194570147	0.845723181932656	1.09907355129895	1.03127083677172	0.871517195618024	1.02741968176293	1.01717342475285
GOLGA3	0.538878330739056	0.632609503263797	0.533550358794309	0.53434705709309	0.391887029103652	0.801529827304953	0.5868143367025	0.616049773857277	0.987538684837811	0.434436862260148	0.545297284366372	0.42794784568796	0.621557992545715	0.556773036161095	0.659536247427231	0.508596341360627	0.530076706908148
CHFR	0.0912654982920246	0.137843589597843	0.113335794243875	0.140306271574673	0.133294381629299	0.104222352057338	0.15591741607851	0.0770117338075617	0.337604024239969	0.142161402488452	0.112060223818075	0.144743633935719	0.106372127316857	0.0973176348858598	0.148219775028406	0.125635818713636	0.140115271160014
AC127070.1	0.0116533588044315	0.0157483787044124	0	0.00626102595135519	0	0.0139961210600417	0.0138028543483719	0.0212013158983903	0	0	0	0.00716343346453937	0	0.0137733540251013	0.0104442795885634	0.0236005855989771	0.0128715986476333
ZNF605	0.149791807297941	0.108712363599011	0.0644937881032119	0.0689801715174764	0.262141943961211	0.0759384498072047	0.105263508658016	0.133662066729119	0	0.078144791125918	0.140825684040702	0.10401379306312	0.108137707210294	0.123694047109638	0.132825555492136	0.12452111995799	0.111930880234455
ZNF26	0.127341550521378	0.13221061124747	0.133830943309838	0.117666040585128	0.17898906433869	0.240906741173978	0.132403663874478	0.119487496734982	0	0.106496439744084	0.147497689130032	0.109480505608662	0.0924712768865378	0.1194724618938	0.116945653029511	0.11056103791884	0.102936416986477
ZNF84	0.110845780861659	0.135465203789464	0.0836732162525368	0.15394373598486	0.0821432321466339	0.16313797397165	0.130984616449233	0.125721794409846	0.153296644336455	0.0925440104964256	0.125833239990752	0.10355958050996	0.0683602931279749	0.128063905791344	0.0924858266932869	0.113679149901876	0.122281102768362
ZNF140	0.0694984626582768	0.0655644799912276	0.0515556997797428	0.0346912425354932	0.0721035075952995	0.0276145006495516	0.060587040053941	0.0637045041775439	0	0.0296969426997491	0.0248698592319097	0.0564979599938112	0.0426813989860267	0.0561531744544763	0.0423963561313284	0.0421912955680972	0.0779934549950169
ZNF891	0.12016221836034	0.0883881350039694	0.124482453708524	0.122535558858878	0.0620424370269264	0.08964269789412	0.0834356635083823	0.0959607571993279	0.555030570457977	0.061802814773497	0.106894454983148	0.104337092692748	0.117427734070483	0.117559995320173	0.0707113990061667	0.118704169938717	0.0811900412994703
