1.260466842	0.808701498
0.061221044	0.246760219
0.015215157	0.026394383
0	0
0	0
-0.008011171	0.037261514
1.06410676	-0.445497628
0.276913883	0.932439665
0.021240906	0.729652945
0.015665759	0.213296369
0.217155286	0.527440213
0.016820771	0.024774114
1.026131116	0
-0.936800164	-0.020189063
0.002186638	-0.009863656
0.544397759	0.402120006
0	-0.000381391
-0.002549532	0.03470563
0	0
0.500865582	0.109169588
-0.209297921	-0.035064113
0	0
0	0
0	0
0	0
-0.559739478	0.007468557
-0.542743664	-0.057986321
0	0
0	0
0.023751697	0.0026609
0	0
-0.837711101	0.202997928
0.142540199	-0.204227716
0	0
-0.131440467	0.050041911
0.429573068	0.862418937
0	0
2.775846934	0.01336483
2.278977391	0.64127814
0.11183405	-0.1310704
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
