1.068621121	1.052428515
1.009156728	0.996490684
0.414784808	0.519024688
0	0
0	0
0.397493621	0.554989334
0.566511779	0.63976154
1.020783843	1.08206595
0.409441621	1.019479262
0.153883726	0.804205067
0.996292848	1.038614037
0.431940639	0.520954188
0.566600888	0
1.069356388	0.649901699
0.074640849	0.342574892
0.923414805	0.870288819
0	0.019970439
0.258646412	0.611195163
0	0
1.038496402	0.736957413
0.862588989	0.831311633
0	0
0	0
0	0
0	0
1.066398147	0.577605474
1.069948762	0.844361831
0	0
0	0
0.517145559	0.378388217
0	0
1.067742901	0.918793038
1.033607432	1.096072451
0	0
0.502471566	0.245116014
0.906086884	1.057875545
0	0
1.067899258	0.915910921
1.085691773	1.126027804
0.549099937	0.699109728
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
