ERK,AKT,mTOR,SRC,CDK,PKC,IRS,DPD
0,0,0.527922350221239,0,0,0.306873325295736,0.54108779574035,0
0.43569579129674,0,0,0.43703335596097,0.434564251284814,0.436171747063409,0.438647483191518,0
0.443376215330299,0.445261515609977,0,0.446799379514878,0.4351888450668,0.436925947047501,0,0
0,0,0,0,0,0,0,0
0,0,0.244512607316451,0,0,0,0,0
0,0,0,0,0,0,0,0
0.468569046556898,0,0.466616717795562,0,0,0,0,0
0,0,0.394007398073561,0.401841368033971,0,0,0,0
