ERK,AKT,mTOR,SRC,CDK,PKC,IRS,DPD
0,0,0.511384122351339,0,0,-0.101367893936197,0.575897158727465,0
-0.575330376048237,0,0,0.439146216955399,0.485309321351684,0.731894546989884,1.0489480768219,0
0.410891254341586,0.175013901878985,0,0.651349368288161,0.691566309132069,0.697227900048217,0,0
0,0,0,0,0,0,0,0
0,0,0.343624104732812,0,0,0,0,0
0,0,0,0,0,0,0,0
0.662592863137328,0,-0.65727691561244,0,0,0,0,0
0,0,1.58885468717022,-1.52187771240294,0,0,0,0
