TRK,ERK,AKT,JNK,S6K,RSK,RTK,STV
0,0,0,0,0,0,0,0
1,0,1,1,1,0,0.884061661739027,0
1,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0
