TRK,ERK,AKT,JNK,S6K,RSK,RTK,STV
0,0,0,0,0,0,0,0
1.02367239563571,0,0,0.0137733759979028,0,0.248959977738702,-0.133221063197957,0
0.00167072961817909,0.709432465820104,0,0,-0.0915799177770664,-0.325064654643105,0.714544739439584,0
0,0.864667084725116,0,0,0,0,-0.173124404244656,0
0,0.36064668121594,0.354753508045129,0,0,0,0,0
0,0.526855281587917,0,0,0,0,0,0
0.312981117314209,0,0.222967999432188,0,0,1.0161458682766,0,0
0,0.793955697707193,0,0,0.940907579346557,0,0,0
