TRK,ERK,AKT,JNK,S6K,RSK,RTK,STV
0,0,0,0,0,0,0,0
0.415661076602784,0,0,0.101987709288787,0,0.473592800895276,0.413559910453862,0
0.0247773600085425,0.619522988505177,0,0,0.5372960797184,0.598767703947952,0.647809380055711,0
0,0.285064137048779,0,0,0,0,0.26623133880203,0
0,0.161572976958858,0.161717473680329,0,0,0,0,0
0,0.020072478264324,0,0,0,0,0,0
0.609156157178411,0,0.609453134470274,0,0,0.605832853700093,0,0
0,0.389977703736673,0,0,0.388896423682305,0,0,0
