TRK,ERK,AKT,JNK,S6K,RSK,RTK,STV
0,0,0,0,0,0,0,0
0.606946753345342,0,0.607167737020366,0.0142002425823084,0.611166608491138,0.152180333796555,0.610675018600602,0
0.490382655475251,0.490873195238408,0,0.485049921452669,0.486382329253015,0.491916518239959,0.487932404330571,0
0,0,0,0,0,0,0,0
0,0,0.0318404755883902,0,0,0,0,0
0,0.0250901588165729,0,0,0,0,0,0
0.526080022965039,0.522592559288528,0,0,0.523560509058745,0,0,0
0,0.432878061337614,0,0.43067140309249,0.431325626389958,0.430638243851491,0,0
