TRK,ERK,AKT,JNK,S6K,RSK,RTK,STV
0,0,0,0,0,0,0,0
0.53752449251516,0,0.53922737544398,0.542942246327137,0.54036960812057,0,0.549173304557561,0
0.705668582661992,0.698958984231271,0,0,0.718774867110515,0.714307341801992,0,0
0,0,0,0,0,0,0,0
0,0,0.0340740628951638,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.165099263635929,0,0,0
0,0,0.543270249456481,0,0.552002116815507,0,0,0
