TRK,ERK,AKT,JNK,S6K,RSK,RTK,STV
0,0,0,0,0,0,0,0
0.999999999999999,0,0,0.0645849976881163,0,0.46526319344738,0.46526319344738,0
0.0103130531363374,1,0,0,0.554205446356924,0.593281574570531,1,0
0,1,0,0,0,0,0.633143995939372,0
0,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0
0,0.999999999999999,0,0,0.999999999999999,0,0,0
