TRK,ERK,AKT,JNK,S6K,RSK,RTK,STV
0,0,0,0,0,0,0,0
1.24351247889868,0,-0.509948152641893,0.93767128409788,-0.461539076696644,0,0.418133198240322,0
-0.511023977984669,1.02223875523467,0,0,-0.23838387617812,0.594807202238467,0,0
0,0,0,0,0,0,0,0
0,0,0.531253008538487,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.279093531589222,0,0,0
0,0,0.221217487608546,0,0.179367430730783,0,0,0
