TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,-0.662984064286408,0.64501618629611,0.637366668002893,0.336793880862246,0,-0.147534307709758,0,0,0,0,0,0.0316738921115024,0
0,0,0,0.881766649083787,0.0495845936545066,0,-0.0153514893756577,0,0,0,0,0,0,0
0.511435941569786,0.389440908341885,0,-0.151962295976465,-0.497272841511948,0,0.0337054046408231,0,0,0,0,0,-0.191884405292469,0
0,0.220064743790466,0.275720612798955,0,0.0108358000195701,-0.0740488668162734,0.170368808127015,-0.528224641876944,0.185913898330309,0,0.0106840491068176,0.18858078573266,-0.183928695602115,0
0,0.28486557420321,-0.249843342326017,0.2197925978669,0,0,-0.076807073363713,-0.163349691221465,0.0992387294806228,0,0.0168057467243949,-0.164650282679015,-0.249144548802437,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.248230739218093,0,-0.134483605709444,0.382377965931704,-0.242699983458614,0.6646502852273,0,0.358767692436282,-0.133458137239158,0,-0.102351078189258,-0.0817723846335664,0.282499806868829,0
0.304640705507337,0,0.253323113948511,-0.377382777883042,-0.0747124131347447,0.0245229296867666,0.0906441627616693,0,0.209269370547709,-0.194603122618242,-0.0884049932847135,0.307120275498553,-0.369746797626002,0
0,0,0,-0.826164393191607,0.42458297860044,2.10927143093742,0.65078483201353,1.49388682514541,0,0.883808308997934,0,-0.623674855422799,1.95292239299172,0
0.452724146420855,0,0,0.936266687839513,0.108289137127968,-1.05814508550821,-0.301891981122422,-0.617992848368701,0.347225457315763,0,-0.0116504989230541,0.254409330269039,-0.806412971233818,0
1.96583428815431,0,0,-2.53499988861105,0.418187109000505,0.223797717358558,0.447156143439741,0.253602571647985,0.134396952192739,-0.326152117203434,0,1.62524831521758,-2.13851120898851,0
-0.744990047873186,0,0.329886432571706,1.48906233510361,0.320148016936854,-0.108799157176416,-0.265109997716662,0.654813199589129,-0.195963915099128,0.0792478532491667,0.111550965558289,0,1.31385855164051,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.165779873664301,0,0,0.856445183379878,-0.608702703974862,0.139954771837907,-0.19877696959645,0.65292526072472,-0.217391279137813,-0.0843755957791815,0,-0.354046832344764,0.151032962105587,0
