TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.817627827861077,0,0,0,0,0,0,0,0,0,0
0,0,0,0.857973282234236,0,0,0,0,0,0,0,0,0,0
0,0,0.220675880981492,0,0,0.302420256690725,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0176802555447633,0,0.0942895600806566,0.601074572712869,0,0,0,0,-0.0652724210125606,0,0,0,0,0
0.107650727303901,0,0,0,0,0,0,0.588476829671957,0.0370815234273146,0,0,0,0,0
0,0,0,0,0,0,0.432968852253798,0,0,0.045947320755619,0,0,-0.00555030957369877,0
0,0,0,-0.00123647752489206,-0.47754907539937,-0.0790632968564008,0.678183019132639,-0.0342208282593816,0,0,0,0.0400376048847017,-0.170418389960606,0
-0.109417588784959,0,0,-0.85662049923566,-0.182618323713028,1.3272107281726,-0.000105539645694172,1.53841546374855,0,0,0,0.0723131055265888,1.48212129699734,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00905501675371276,0,-0.0962919429055379,-0.0741387011499666,1.09131119527802,-1.19645164067049,-1.3707529305369,0.668866675204067,0.577963604880816,0.124598336709629,0,0,0.992270897433452,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.0855842886094625,-0.828123063374693,0,0,0,0,0,0,0,0
