TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,0,-0.111013603840775,0.655702726056878,-0.896315288442591,0,0.577464320403288,0,0,0,0,0,0.284078785259308,0
-0.28533872246168,0,0,0.639869441605552,-0.14679685121079,0,0.244735942523895,0,0,0,0,0,0.000856964361518374,0
-0.332542963487502,0.0789429653050326,0,0.839332042443881,-0.908974310647202,0,1.25536693314624,0,0,0,0,0,-0.181679614793207,0
0.550543382248582,0.0183347862730348,0,0,0.175546517067944,-0.181954920825248,-0.273373757293083,0.122201144083747,-0.313585857431984,0,0.306555242424177,0,0.0134119433742217,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.005471119542098,0,-0.0560654082798729,-0.146603591645302,0,0,-0.058535551980099,0.156626665273769,-0.367296527863074,0,0.303597577334073,0,0.454862239649723,0
0.175593836015028,0,0.145998990161353,0.029215209845146,0.100776062536857,0.0366257627501046,0,0.0839497090751087,0.263976059669412,0,-0.0115779799420031,-0.0122756178060827,-0.0361115893696049,0
-0.154267265252463,0,0.404266055536908,0.19514973714987,-0.607549133494456,0.0103033169477364,0,0,1.16969911878671,0.0507146761023688,-0.803101535088723,-0.0938522416490222,0.485050777179602,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.758878766100441,0,0,0.192153627199252,0.874207988533111,0.207749384109858,-0.508459554321558,0.388946542794941,-1.60038277901442,0,0.0522569245774863,0,-0.541565761876451,0
-0.0948123623613529,0,0,0.319193390491865,-0.0949670217805261,0.453163385231778,0.658018588546746,-0.189294252246617,0.229928881824013,0.0215587945384751,0,-0.184794964344919,-0.0870451806133045,0
2.19221561586368,0,0.121626265637389,-0.0657844029512846,2.05219594721407,-0.00265998174539795,-0.591439706385474,0,-0.457015577441632,-0.866256477210301,-1.69611232130685,0,-0.805739951224387,0
-0.00699872085955463,0,0,0.251417784156801,-0.0683250859293366,0.22055749660247,0.0625989551654281,-0.0311984356748471,-0.300096009170532,-0.191026903346484,0.119273375116821,0.00780409893128553,0,0
0.0943448489419806,0,0,0.650037618397801,-0.804020681305778,0.181969707947731,0.0801880626688735,0.201374952881023,-0.452962082418737,0.528074237858893,0.942299255958616,0,-0.391136338100234,0
