TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,0,0.432904327612083,0.433739867029071,0.432798675508993,0,0.431102868678161,0,0,0,0,0,0.428381668678601,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.525946070845951,0.522262906032941,0,0.519627564970181,0.524831237942346,0,0.532985812575071,0,0,0,0,0,0.525879187555743,0
0.543616688989563,0.539150746720305,0.544399230050767,0,0.557608794515346,0.601226812489778,0.538779397559097,0.548314462861338,0.547492355037043,0,0.537979883489585,0.549033388027319,0.56646524352608,0
0.226892334128697,0.236318335813802,0.230495508187135,0.665124589136608,0,0,0.424396624325079,0.233053031833722,0.22327569296779,0,0.242679037664684,0.2327326558133,0.223617775446947,0
0.576261653977605,0,0.474790524218865,0.50547625608171,0,0,0.671243665571705,0.482502356976144,0.485448998344428,0,0.651958234774124,0.473344875111869,0.609244803826595,0
0.897828661301721,0,0.891960654885434,0.908203541058357,0.898534618131133,0.872823855645892,0,0.90148861819087,0.89270132907292,0,0.0823845324834402,0.894313587244392,0.9034823242158,0
1.06864044321231,0,1.07362001276505,1.0848723476296,1.06654665183475,1.06256342370301,1.06496793422137,0,1.07307253906914,0,0.996881411196472,1.05974758865689,1.07149048460114,0
0,0,0,1.05841991769368,1.04310534881719,0.460264760099758,1.05080867074497,0.782014491900423,0,0.0483072167258526,1.06114360481175,0.759887103241204,1.06997095554294,0
0.94286674851418,0,0,0.941667365570082,0.966082535283793,0.947442017695543,0.997353831952194,0.972071061133116,0.969318594685447,0,0.111817342411259,0.952502791197845,1.00938600349533,0
0.990150397835529,0,0,0.989326590752594,0.989621311028622,0,0.988707220306147,0.986917793283777,0.978943471559,0.981817530612393,0,0.988575487443263,0.991158877327132,0
0.668590707710402,0,0.67321107871718,0.666434479680902,0.657762751412489,0.660924072010615,0.677156593461481,0.666518782908776,0.662697201152391,0.659021344364426,0.657004451564222,0,0.673317549799086,0
0.234296160066731,0,0,0.957849706523282,1.08585431334087,0.563549878680468,1.02569934739782,0.37044422204105,0.702868355774441,1.05304505205813,0.942881079431549,0.552449812964857,0,0
0.920132363085202,0,0,0.931521518623847,0.942290540972651,0.907970266265478,0.944368118265777,0.542029751007448,0.865263915210765,0.947839383725549,0.875931668131503,0.00438988974415485,0.953274854695575,0
