TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,0,0.999999999999999,0.999999999999999,0.999999999999999,0,0.999999999999999,0,0,0,0,0,0.999999999999999,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,0,0,0,0,0,1,0
0.671882826213317,0.671882826213317,0.671882826213317,0,0.703080865521814,1,0.671882826213317,0.671882826213317,0.671882826213317,0,0.671882826213317,0.671882826213317,0.671882826213317,0
0.187349018748322,0.187349018748322,0.187349018748322,0.87387903002732,0,0,0.438472631415701,0.187349018748322,0.187349018748322,0,0.187349018748322,0.187349018748322,0.187349018748322,0
0.789188246726766,0,0.61496620450575,0.616140758365237,0,0,0.932737623784801,0.61496620450575,0.61496620450575,0,1,0.61496620450575,0.726387335916409,0
0.79678301467317,0,0.79678301467317,0.810159856275171,0.810556348648326,0.741062878382173,0,0.79678301467317,0.79678301467317,0,0.0295402147490237,0.79678301467317,0.986623158397997,0
1,0,1,1,1,0.91733212440705,1,0,1,0,0.830270578264908,1,1,0
0,0,0,0.999813988948565,1,0.206410169620078,1,0.527374012484582,0,0.0107082701562478,1,0.470629260400859,0.997571885573299,0
0.775658762031034,0,0,0.777251591617302,0.777251591617302,0.775658762031034,1,0.775658762031034,0.775658762031034,0,0.0565667701705323,0.775658762031034,0.775658762031034,0
1,0,0,1,1,0,1,1,1,1,0,1,1,0
1,0,1,1,1,1,1,1,1,1,1,0,1,0
0.0469711534924253,0,0,0.772939228141889,1,0.249667100112563,0.855516103197726,0.11690925779523,0.387994699849116,0.985633276073939,0.705328793075699,0.246036852617737,0,0
0.999999999999998,0,0,0.999999999999998,0.999999999999998,0.957985963038673,0.999999999999998,0.508978434975023,0.872788902272194,0.999999999999998,0.914602899947969,0.000389700861826591,0.999999999999998,0
