TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,0,0,0.0996847038498832,0,0,5.55111512312578e-16,0,0,0,0,0,0.0996847038498832,0
0,0,0,0,0,0,0,0,0,0,0,0,1.11022302462516e-16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38442596704299,0.331997580515422,0.0830362806491214,0,0.22198535943481,0.384592074993163,0.368114366692334,0.372379527283041,0.38442596704299,0,0.38442596704299,0.48409947053617,0.359293033670414,0
0.446083790078614,0.477130058056743,0,0.49736014964877,0,0,0.492472098689782,0.477786161965817,0.446083790078614,0,0.0590543040383447,0.488771699322215,0.492472098689782,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.356906782687572,0,0.0134060495105689,0.499699549249027,0.100412066042082,0.013406140255855,0,0.215016508501416,0,0,0.0537086095849676,0,1.11022302462516e-16,0
0.492008609890086,0,0.277516660188265,0.373020706493002,0.333122049817941,0.408818584884683,0.49321695596341,0,0.332914751354682,0.277236430680513,0.333122049817941,0.277236430680513,0.373020706493002,0
0,0,0,9.99200722162641e-16,9.99200722162641e-16,9.99200722162641e-16,9.99200722162641e-16,0.0632335005274922,0,9.99200722162641e-16,9.99200722162641e-16,0,9.99200722162641e-16,0
3.33066907387547e-16,0,0,3.33066907387547e-16,3.33066907387547e-16,3.33066907387547e-16,3.33066907387547e-16,0.492846512438988,3.33066907387547e-16,0,3.33066907387547e-16,0,3.33066907387547e-16,0
2.22044604925031e-16,0,0,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0,0,2.22044604925031e-16,2.22044604925031e-16,0
1.11022302462516e-15,0,1.11022302462516e-15,1.11022302462516e-15,1.11022302462516e-15,1.11022302462516e-15,1.11022302462516e-15,1.11022302462516e-15,0.288018659473204,1.11022302462516e-15,1.11022302462516e-15,0,1.11022302462516e-15,0
0,0,0,0.484895811624588,0,0,1.55431223447522e-15,0.253248586005738,0,0,0,0,0,0
0.419760433895521,0,0,0.347002006929794,1.55431223447522e-15,1.55431223447522e-15,0.327978964509478,0.411971607571359,0,0.48329252903851,0.401795869831627,0.347208581832842,0.276495023013815,0
