TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,0,0.339897806422747,0,0.591956318431362,0,0.925124892301282,0,0,0,0,0,0,0
0.398894720113748,0,0,0.310989074674635,0,0,-0.641808923670068,0,0,0,0,0,0.451659579357933,0
0,0.739838749226131,0,-0.0942147153787943,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.176735556941463,0.324183298564419,0,0,0,0,0,-0.0144789920497398,0,0
0.394207487875567,-0.347029441745729,0.603244423068858,0.559185621731755,0,0,-0.0745989972649835,0.161090174403529,-0.420616789272512,0,0.454022075549696,0.233647035796108,-0.0143453000948918,0
0,0,0,0.70267258841801,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5011069338598,0,-0.0152924186468883,-0.0341584048818991,-0.00633929497313286,0.0257077878747707,-0.0166381890241827,0,0.0330231963491869,0,0.0198811670141614,-0.0160495250258051,-0.0773042486308579,0
0,0,0,-0.317236329380158,0.0940022060853643,-0.341003138600095,0.211598136163905,1.06147513816598,0,-0.172795146566111,0.416449445351196,-0.433271531531969,0.7198926497484,0
1.34565702241875,0,0,0.53907791726031,-1.44937908937438,-0.0465338644837237,0.650833670370631,1.92037620421947,-0.965551166315239,0,2.01315309722449,-0.229329520623024,0.741310237671903,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.243191914202836,0,-0.472893188892586,-1.76104194036635,0.343163999846859,0.510242438158846,-0.744493170156137,-0.318648068296332,0.271317285431928,0,0.618340347587167,0,0.254859355879209,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00356779690245416,0,0,-0.799630081324362,0.5889155332997,-0.280182408131773,-0.924397361535682,0.723866343387553,0.409360284516436,0,-0.201635704209202,-0.17271063183441,0.63755863190375,0
