TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,-0.0348813528973681,0,0.507373612168627,0.049666265763597,0,-0.191564111326759,0,0,0,0,0,0.630239956417026,0
-0.360978063007895,0,0,0.66201478432417,0.509847308267452,0,0.138524682214508,0,0,0,0,0,-0.426595418374216,0
0.211288793701658,0,0,0.695042485605235,-0.712841672106136,0,0.603946042458535,0,0,0,0,0,-0.601459308933448,0
0.549091335433757,0.41573346599025,0.0163734113107981,0,-0.0234499060522034,-0.193717151987194,0.336515236693713,-0.3135663817669,-0.161642302269083,0,-0.0296241901766775,0.0861804489125654,0.309363153924054,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.161774848989589,0,-0.0904162355936623,0.7081507195692,0.465511051967791,-0.105926581981073,0,0.332664345304422,-0.358486911093481,0,0.208499767085475,0.0707208049655219,-0.246289452315704,0
0.295706541426656,0,0.281055859592109,0.25087606649526,-0.77178628028286,-1.21681372204565,0.406855959544765,0,0.398630942367784,-0.599047428421543,-0.323247729536193,-0.000552178663664627,1.17320206939416,0
0,0,0,0.16135831555669,0.0226856382232691,0.52343212509569,-0.443255638072482,0.298822053351951,0,0.0243920916781705,0.290498617185505,-0.0052957231281521,-0.356582794861421,0
-0.224653068040686,0,0,1.40040366160559,-0.224867258754664,-0.115344908992119,-0.07188249217134,0.210508009817163,-0.409746761907682,0,0.268163859821283,0.246175136625355,-0.263002760656101,0
0.228259799456154,0,0,-0.516962157614615,-0.841801213770097,0.239610663609644,-0.30842369762722,0.315516374963524,0.636008518375199,0.0335251491891623,0,-0.256133384054657,0.720429987472412,0
1.62180474262243,0,-0.26485685039982,-2.73037207803607,-2.39609031638409,1.3337898002389,0,-0.632501552912997,0.939674138214495,1.78934431823044,-0.143460382109246,0,0.160684718662868,0
-0.137718178790064,0,0,0.293969274458873,0.117235130669176,0.269536239260244,0.145999668186597,-0.0174707163271818,0.35585503469272,-0.089481923895077,-0.173825847148265,-0.0225701699910388,0,0
-0.394725336652394,0,0,-1.44312665105422,0.0316618702593245,0.806958793378117,-0.466022861692159,0.370722884538236,0.634928138151454,2.80299693605002,0.246942598116586,0.141371751597204,-2.42265679274345,0
