TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,1.66533453693773e-15,1.66533453693773e-15,1.66533453693773e-15,1.66533453693773e-15,0,1.66533453693773e-15,0,0,0,0,0,1.66533453693773e-15,0
6.66133814775094e-16,0,0,6.66133814775094e-16,6.66133814775094e-16,0,6.66133814775094e-16,0,0,0,0,0,6.66133814775094e-16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.489415556385427,0.494065780476186,0.451908792286097,0,0.231571119886232,0.499194421507924,0.493171252074504,0.473498594003575,0.40287631504866,0,0.46117703067132,0.447069967687944,0.498599524269787,0
0.162610443159702,0,0,0.48939949184804,0,0,0.460236084057136,0,0.0429864191666017,0,0.0594112196181136,0.0175134000894763,0.459947981241843,0
1.11022302462516e-16,0,1.11022302462516e-16,0.139269185997375,0,0,1.11022302462516e-16,0,0.139269185997375,0,1.11022302462516e-16,1.11022302462516e-16,1.11022302462516e-16,0
0.461475707904856,0,0.499701151441299,0.457976011909795,0.273637856635178,0.328812318965288,0,0.471809048049843,0.374196741244101,0,0.325531497055478,0.464885300150722,0.471491921481764,0
0.491697061824331,0,0.389251739579712,0.464548121027067,0.244319058037857,0.479907280986476,0.242983306744714,0,0.384613180444914,0.471583765135854,0.476266891455644,0.402957111354372,0.336417313634504,0
0,0,0,0,6.66133814775094e-16,6.66133814775094e-16,0,6.66133814775094e-16,0,6.66133814775094e-16,6.66133814775094e-16,6.66133814775094e-16,6.66133814775094e-16,0
0.129578837518462,0,0,0.499293106135664,4.44089209850063e-16,0.498399423426883,0.499922925185169,0,0.499525989213979,0,0.13028280195968,0.391281675550546,0.397491460648495,0
0,0,0,0.480120134156214,1.33226762955019e-15,1.33226762955019e-15,0.469972696840339,1.33226762955019e-15,0.279342954210509,1.33226762955019e-15,0,1.33226762955019e-15,0.488970686595624,0
0.486476346935419,0,0.443841816675293,0,2.22044604925031e-16,0.499998303722915,0.0535823002876236,0.36022558988161,0.344759241487443,0.498452668432987,0.293902484888732,0,0,0
0.12804486143176,0,0,0.396769177995568,0.455365907136948,0.357127764432581,0.447417599818382,0.476149936264338,0.0949299659225837,0,0.148618269384784,0.455453964076522,0,0
0,0,0,0.431247646951744,4.44089209850063e-16,0.396651884192127,0.415325378027022,0.423718761184053,0.412653080256105,0.493454679602012,0.290363833725814,0.345928497770691,0.468171546597863,0
